name,album,release_date,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,duration_ms,flagged_for_differences,outlier_feature
Beast Of Burden - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004-11-01,7p0BTJ45XillX6ikIMFGGv,0.114,0.295,0.938,2.11e-05,0.927,-3.148,0.0778,197.808,0.605,29,248666,False,tempo
Mannish Boy - Live At The El Mocambo 1977,Live At The El Mocambo,2022-05-13,3xS9kCa3g4XXGatRVULzTz,0.28,0.272,0.76,0.00087,0.962,-7.508,0.0526,201.585,0.782,27,362866,False,tempo
Lady Jane - Mono Version,Flowers,1967-06-26,2VivGronbgpCv8BW4kq7mw,0.546,0.336,0.315,8.95e-05,0.0809,-16.325,0.0427,204.996,0.293,27,187506,False,tempo
Congratulations - Mono Version,12 X 5,1964-10-17,1Uo1CbXqtNJfz6JAcaWxPE,0.16,0.394,0.562,0.0211,0.187,-9.301,0.0914,197.401,0.66,27,148773,False,tempo
"Good Times, Bad Times - Mono Version",12 X 5,1964-10-17,4RoHJvJ7MXPVj9CL15dQph,0.0791,0.438,0.517,0.00566,0.108,-9.746,0.0431,196.817,0.702,27,150160,False,tempo
Baby Break It Down - Remastered,Voodoo Lounge (Remastered 2009),1994-07-11,0YdL0lrO1K6XAR6Q1SJ6SD,0.0859,0.427,0.756,2.97e-06,0.137,-5.732,0.0362,199.393,0.745,27,248226,False,tempo
Little Red Rooster - Live / Remastered 2009,Flashpoint,1991-04-02,3syrHRkRz9glCBU4VifVcA,0.221,0.273,0.936,0.112,0.977,-4.675,0.213,209.566,0.375,26,315200,False,tempo
Lady Jane - Mono Version,Aftermath (UK Version),1966-04-15,5816DTCbYrkQpUNBoeupvT,0.572,0.334,0.312,2.76e-05,0.0749,-16.304,0.0454,205.687,0.296,25,188040,False,tempo
Monkey Man - Live Licks Tour - 2009 Re-Mastered Digital Version,Live Licks,2004-11-01,5yk0ogEdLVrlGkJmYUhyXj,0.0702,0.214,0.96,0.0108,0.762,-3.1,0.0695,201.901,0.269,23,221000,False,tempo
Mannish Boy - Live / Remastered 2009,Love You Live (Remastered 2009),1977-09-23,1mEX2YRSnhc08Qd5CU2SAq,0.711,0.325,0.793,0.0188,0.834,-4.962,0.0893,201.171,0.834,23,387533,False,tempo
Around And Around - Live / Remastered 2009,Love You Live (Remastered 2009),1977-09-23,1GdvXnOtJfvR8SLPcJQjyw,0.674,0.285,0.895,0.315,0.917,-5.067,0.168,196.231,0.715,22,248226,False,tempo
Like A Rolling Stone - Live,Totally Stripped - Brixton (Live),2016-06-06,42lZNU10LGveGqm6VyJjcf,0.018,0.123,0.936,0.000203,0.971,-5.012,0.0753,204.066,0.449,19,352680,False,tempo
It's All Over Now - The Joe Loss Pop Show / 1964,On Air (Deluxe),2017-12-01,3RFJ43T0gDkeryjBNaLj23,0.163,0.179,0.794,0.016,0.366,-8.237,0.0428,200.624,0.455,18,198786,False,tempo
Flip Flop And Fly - Live,Live At The Checkerboard Lounge,2012-07-09,7DP44czst4J3LVEKKCFvkr,0.00743,0.276,0.957,0.0,0.196,-4.688,0.0641,198.193,0.808,18,110253,False,tempo
Intro - Live,A Bigger Bang (Live),2021-07-09,1ainbI65iGCqgkqi0cJd1E,0.258,0.183,0.967,0.688,0.87,-13.77,0.088,46.525,0.0159,17,130759,False,tempo
Keep Up Blues,Some Girls (Deluxe Version),1978-06-09,4LSyTg4sm3N99Pcckw9zjf,0.102,0.355,0.887,0.0142,0.1,-3.085,0.107,204.098,0.649,16,260893,False,tempo
Like A Rolling Stone - Live,Totally Stripped - Amsterdam (Live),2016-06-03,7xBMiL1Qe5O1SowmRfikeI,0.0563,0.175,0.882,0.0,0.786,-6.051,0.0574,203.954,0.385,14,359200,False,tempo
If You Need Me - The Joe Loss Pop Show / 1964,On Air (Deluxe),2017-12-01,4Pv8b114sGZcwpGNblFCls,0.0278,0.181,0.705,3.03e-05,0.289,-7.225,0.0366,201.878,0.635,14,121226,False,tempo
The Last Time - Live,got LIVE if you want it!,1966-12-10,2oMOIxQihtvKqXiK0y4Q8K,0.046,0.118,0.933,0.0,0.529,-6.996,0.117,205.02,0.414,13,187813,False,tempo
Time Is On My Side - Live,got LIVE if you want it!,1966-12-10,3LOcsLNqD4iMHXtFI87MmS,0.222,0.172,0.802,0.16,0.541,-7.373,0.0542,196.46,0.462,13,168733,False,tempo
Slipping Away - Live,Totally Stripped - Amsterdam (Live),2016-06-03,1i3QdxXz7W0AQr3DkXYlvs,0.0699,0.204,0.805,0.0,0.972,-6.613,0.0649,200.367,0.529,11,351533,False,tempo
Rip This Joint - Live,Totally Stripped - Amsterdam (Live),2016-06-03,3KSLbVjE9Hdx6abOGewoj4,0.0986,0.203,0.97,6.51e-06,0.948,-5.085,0.153,213.254,0.473,9,176800,False,tempo
Time Is On My Side,12 x 5,1964-10-17,6aiALZZDFibaxE067I9Jf8,0.288,0.232,0.838,0.0,0.0704,-7.555,0.144,215.81,0.424,9,172733,False,tempo
Lady Jane - Stereo Version,Aftermath (UK Version),1966-04-15,4wBUcfAyg3R5WvgFq82MTd,0.536,0.337,0.308,4.12e-05,0.0845,-16.301,0.0439,204.801,0.322,8,188040,False,tempo
Mannish Boy - Live,Love You Live (Remastered),1977-09-23,5d2iUnydZ3RK5fpY1jYwJq,0.717,0.349,0.69,0.0257,0.888,-8.424,0.0659,201.691,0.84,6,387733,False,tempo
Plundered My Soul,Exile On Main Street (Bonus Track Version),1972-05-12,2gmK0P9vvqCVb3ZZcs6MHf,0.363,0.257,0.869,1.09e-05,0.45,-4.268,0.0389,201.97,0.731,5,238866,False,tempo
It's All Over Now - The Joe Loss Pop Show / 1964,On Air,2017-12-01,65sv959lcEbPr88w7nxCaw,0.163,0.179,0.794,0.016,0.366,-8.237,0.0428,200.624,0.455,4,198786,False,tempo
"Good Times, Bad Times - Mono Version",12 x 5,1964-10-17,2F3iN8io7kkrrIMXW7nhvd,0.0546,0.438,0.534,0.00494,0.112,-9.714,0.0462,196.971,0.643,2,150200,False,tempo
